"Timestamp";"Vetronaviglio.5001118029#Energia attiva nel carico#kWh";"Vetronaviglio.5001118029#Potenza attiva#kW"
2026-08-08 21:10:00;735756,74;4,58929
2026-08-08 21:15:00;735757,12;4,66221
2026-08-08 21:20:00;735757,54;5,12661
2026-08-08 21:25:00;735757,96;5,01543
2026-08-08 21:30:00;735758,36;4,75757
2026-08-08 21:35:00;735758,76;4,71105
2026-08-08 21:40:00;735759,19;5,09423
2026-08-08 21:45:00;735759,62;5,28585
2026-08-08 21:50:00;735760,01;4,69532
2026-08-08 22:00:00;735760,81;4,98339
2026-08-08 22:05:00;735761,22;4,84715
2026-08-08 22:10:00;735761,61;4,58445
2026-08-08 22:15:00;735762,01;4,96101
2026-08-08 22:20:00;735762,43;5,08592
2026-08-08 22:25:00;735762,84;4,62551
2026-08-08 22:30:00;735763,23;4,74258
2026-08-08 22:35:00;735763,63;5,04288
2026-08-08 22:40:00;735764,05;5,04041
2026-08-08 22:45:00;735764,45;4,79209
2026-08-08 22:50:00;735764,84;4,65996
2026-08-08 22:55:00;735765,26;5,17125
2026-08-08 23:00:00;735765,68;5,02333
2026-08-08 23:05:00;735766,08;4,62024
2026-08-08 23:10:00;735766,46;4,59327
2026-08-08 23:15:00;735766,88;5,05913
2026-08-08 23:20:00;735767,29;5,01584
2026-08-08 23:25:00;735767,68;4,52642
2026-08-08 23:30:00;735768,07;4,82037
2026-08-08 23:35:00;735768,5;5,06703
2026-08-08 23:40:00;735768,92;5,00821
2026-08-08 23:45:00;735769,31;4,7627
2026-08-08 23:50:00;735769,71;4,85059
2026-08-09 00:05:00;735770,93;4,65932
2026-08-09 00:10:00;735771,33;5,11291
2026-08-09 00:15:00;735771,76;5,00531
2026-08-09 00:20:00;735772,16;4,69608
2026-08-09 00:25:00;735772,54;4,59073
2026-08-09 00:30:00;735772,95;5,02979
2026-08-09 00:35:00;735773,37;5,10872
2026-08-09 00:40:00;735773,77;4,72025
2026-08-09 00:45:00;735774,15;4,65352
2026-08-09 00:50:00;735774,58;5,14245
2026-08-09 00:55:00;735775;5,10304
2026-08-09 01:00:00;735775,4;4,68443
2026-08-09 01:05:00;735775,79;4,80646
2026-08-09 01:10:00;735776,21;4,98134
2026-08-09 01:15:00;735776,62;4,75774
2026-08-09 01:20:00;735777;4,56401
2026-08-09 01:25:00;735777,4;4,87976
2026-08-09 01:30:00;735777,82;5,11393
2026-08-09 01:35:00;735778,23;4,69219
2026-08-09 01:40:00;735778,62;4,8144
2026-08-09 01:45:00;735779,03;5,12376
2026-08-09 01:50:00;735779,46;5,06585
2026-08-09 01:55:00;735779,86;4,68439
2026-08-09 02:00:00;735780,24;4,57518
2026-08-09 02:05:00;735780,66;5,07536
2026-08-09 02:10:00;735781,08;5,14792
2026-08-09 02:15:00;735781,47;4,74976
2026-08-09 02:20:00;735781,86;4,60378
2026-08-09 02:25:00;735782,28;4,99959
2026-08-09 02:30:00;735782,67;4,4702
2026-08-09 02:35:00;735783,05;4,49659
2026-08-09 02:40:00;735783,43;4,59087
2026-08-09 02:45:00;735783,81;4,55544
2026-08-09 02:50:00;735784,2;4,78059
2026-08-09 02:55:00;735784,63;5,0933
2026-08-09 03:00:00;735785,05;5,12832
2026-08-09 03:05:00;735785,47;4,9503
2026-08-09 03:10:00;735785,86;4,62386
2026-08-09 03:15:00;735786,25;4,58787
2026-08-09 03:20:00;735786,67;4,98901
2026-08-09 03:25:00;735787,07;4,99415
2026-08-09 03:30:00;735787,46;4,59862
2026-08-09 03:35:00;735787,86;5,03276
2026-08-09 03:40:00;735788,29;5,06359
2026-08-09 03:45:00;735788,69;4,5605
2026-08-09 03:50:00;735789,16;7,16692
2026-08-09 03:55:00;735789,73;7,05043
2026-08-09 04:00:00;735790,18;5,1635
2026-08-09 04:05:00;735790,58;4,66632
2026-08-09 04:10:00;735790,98;4,88976
2026-08-09 04:15:00;735791,4;5,15634
2026-08-09 04:20:00;735791,83;5,1216
2026-08-09 04:25:00;735792,22;4,66885
2026-08-09 04:35:00;735793,38;6,1976
2026-08-09 04:40:00;735793,8;5,04988
2026-08-09 04:50:00;735794,57;4,67512
2026-08-09 04:55:00;735795;5,1713
2026-08-09 05:05:00;735795,8;4,58923
2026-08-09 05:10:00;735796,2;5,14921
2026-08-09 05:20:00;735797,03;4,6741
2026-08-09 05:25:00;735797,42;4,63481
2026-08-09 05:35:00;735798,25;5,02662
2026-08-09 05:40:00;735798,65;4,66544
2026-08-09 05:45:00;735799,03;4,5728
2026-08-09 05:50:00;735799,44;4,89613
2026-08-09 06:00:00;735800,23;4,52714
2026-08-09 06:05:00;735800,62;4,60347
2026-08-09 06:10:00;735801,05;5,12889
2026-08-09 06:15:00;735801,46;4,68155
2026-08-09 06:20:00;735801,86;4,63043
2026-08-09 06:25:00;735802,26;5,12629
2026-08-09 06:30:00;735802,62;3,77942
2026-08-09 06:35:00;735802,91;3,28401
2026-08-09 06:40:00;735803,18;3,41086
2026-08-09 06:50:00;735803,78;3,66819
2026-08-09 06:55:00;735804,06;3,24654
2026-08-09 07:05:00;735804,64;3,63707
2026-08-09 07:10:00;735804,94;3,63592
2026-08-09 07:20:00;735805,49;3,3846
2026-08-09 07:25:00;735805,8;3,7188
2026-08-09 07:30:00;735806,11;3,57923
2026-08-09 07:35:00;735806,39;3,36662
2026-08-09 07:40:00;735806,67;3,53793
2026-08-09 07:45:00;735806,99;3,57243
2026-08-09 07:50:00;735807,27;3,28954
2026-08-09 08:05:00;735808,13;3,67939
2026-08-09 08:10:00;735808,42;3,34696
2026-08-09 08:20:00;735808,99;3,73388
2026-08-09 08:25:00;735809,3;3,65556
2026-08-09 08:35:00;735809,86;3,30742
2026-08-09 08:40:00;735810,13;3,24066
2026-08-09 08:50:00;735810,67;3,15259
2026-08-09 08:55:00;735810,96;3,57971
2026-08-09 09:00:00;735811,26;3,59534
2026-08-09 09:05:00;735811,55;3,45042
2026-08-09 09:10:00;735811,83;3,12879
2026-08-09 09:20:00;735812,39;3,5548
2026-08-09 09:25:00;735812,69;3,53093
2026-08-09 09:35:00;735813,24;3,18939
2026-08-09 09:40:00;735813,54;3,73608
2026-08-09 09:50:00;735814,12;3,13647
2026-08-09 09:55:00;735814,39;3,16561
2026-08-09 10:05:00;735814,98;3,57551
2026-08-09 10:10:00;735815,24;3,22602
2026-08-09 10:15:00;735815,52;3,29714
2026-08-09 10:20:00;735815,82;3,57641
2026-08-09 10:25:00;735816,11;3,16136
2026-08-09 10:30:00;735816,38;3,26617
2026-08-09 10:35:00;735816,66;3,5852
2026-08-09 10:40:00;735816,97;3,70292
2026-08-09 10:50:00;735817,53;3,27826
2026-08-09 10:55:00;735817,82;3,75539
2026-08-09 11:05:00;735818,4;3,18589
2026-08-09 11:10:00;735818,67;3,17634
2026-08-09 11:20:00;735819,25;3,44541
2026-08-09 11:25:00;735819,52;3,22588
2026-08-09 11:30:00;735819,78;3,17409
2026-08-09 11:35:00;735820,08;3,57509
2026-08-09 11:40:00;735820,38;3,72931
2026-08-09 11:45:00;735820,65;3,11625
2026-08-09 11:50:00;735820,92;3,18327
2026-08-09 12:05:00;735822,05;3,98988
2026-08-09 12:10:00;735822,32;3,27301
2026-08-09 12:20:00;735822,91;3,26225
2026-08-09 12:25:00;735823,18;3,17627
2026-08-09 12:35:00;735824,05;5,76713
2026-08-09 12:40:00;735824,52;5,51818
2026-08-09 12:50:00;735825,44;5,96448
2026-08-09 12:55:00;735825,93;5,81313
2026-08-09 13:00:00;735826,4;5,42941
2026-08-09 13:05:00;735826,85;5,36152
2026-08-09 13:10:00;735827,32;5,73839
2026-08-09 13:20:00;735828,25;5,3872
2026-08-09 13:25:00;735828,7;5,4828
2026-08-09 13:30:00;735829,17;5,7405
2026-08-09 13:35:00;735829,65;5,80422
2026-08-09 13:40:00;735830,11;5,36273
2026-08-09 13:45:00;735830,56;5,30487
2026-08-09 13:50:00;735831,04;5,97629
2026-08-09 14:00:00;735831,98;5,48139
2026-08-09 14:05:00;735832,43;5,51217
2026-08-09 14:10:00;735832,92;5,85655
2026-08-09 14:20:00;735833,87;5,55431
2026-08-09 14:25:00;735834,32;5,57491
2026-08-09 14:35:00;735834,94;3,34767
2026-08-09 14:40:00;735835,21;3,23827
2026-08-09 14:45:00;735835,49;3,30693
2026-08-09 14:50:00;735835,76;3,37059
2026-08-09 14:55:00;735836,08;3,7993
2026-08-09 15:00:00;735836,4;3,86266
2026-08-09 15:05:00;735836,71;3,80653
2026-08-09 15:10:00;735837,01;3,32598
2026-08-09 15:20:00;735837,6;3,8233
2026-08-09 15:25:00;735837,91;3,8727
2026-08-09 15:30:00;735838,22;3,40324
2026-08-09 15:35:00;735838,5;3,47355
2026-08-09 15:40:00;735838,8;3,81779
2026-08-09 15:45:00;735839,12;3,77969
2026-08-09 15:50:00;735839,41;3,39311
2026-08-09 15:55:00;735839,68;3,27172
2026-08-09 16:05:00;735840,3;3,83487
2026-08-09 16:10:00;735840,59;3,40458
2026-08-09 16:20:00;735841,19;3,93726
2026-08-09 16:25:00;735841,5;3,6618
2026-08-09 16:30:00;735841,78;3,25117
2026-08-09 16:35:00;735842,06;3,40138
2026-08-09 16:40:00;735842,37;3,66233
2026-08-09 16:45:00;735842,68;3,79621
2026-08-09 16:50:00;735842,95;3,37608
2026-08-09 16:55:00;735843,23;3,32649
2026-08-09 17:05:00;735843,85;3,60246
2026-08-09 17:10:00;735844,12;3,30355
2026-08-09 17:20:00;735844,71;3,77106
2026-08-09 17:25:00;735845,02;3,84464
2026-08-09 17:35:00;735845,59;3,50554
2026-08-09 17:40:00;735845,9;3,72851
2026-08-09 17:45:00;735846,21;3,65841
2026-08-09 17:50:00;735846,48;3,27831
2026-08-09 18:00:00;735847,06;3,55977
2026-08-09 18:05:00;735847,36;3,48634
2026-08-09 18:10:00;735847,64;3,4346
2026-08-09 18:20:00;735848,23;3,69023
2026-08-09 18:25:00;735848,53;3,2853
2026-08-09 18:35:00;735849,09;3,76349
2026-08-09 18:40:00;735849,39;3,71437
2026-08-09 18:45:00;735849,7;3,46942
2026-08-09 18:50:00;735849,99;3,4057
2026-08-09 18:55:00;735850,3;3,93284
2026-08-09 19:05:00;735850,92;3,30727
2026-08-09 19:10:00;735851,19;3,48486
2026-08-09 19:15:00;735851,49;3,69109
2026-08-09 19:20:00;735851,8;3,73479
2026-08-09 19:25:00;735852,09;3,32115
2026-08-09 19:35:00;735852,85;5,21027
2026-08-09 19:40:00;735853,28;5,07748
2026-08-09 19:50:00;735854,06;4,61225
2026-08-09 19:55:00;735854,49;5,25417
2026-08-09 20:00:00;735854,92;5,13664
2026-08-09 20:05:00;735855,38;7,11723
2026-08-09 20:10:00;735855,93;6,57472
2026-08-09 20:20:00;735856,83;5,18351
2026-08-09 20:25:00;735857,23;4,74856
2026-08-09 20:35:00;735858;4,56611
2026-08-09 20:40:00;735858,39;4,75795
2026-08-09 20:45:00;735858,78;4,7511
2026-08-09 20:50:00;735859,17;4,70569
2026-08-09 20:55:00;735859,6;5,21432
2026-08-09 21:00:00;735860,02;5,07182
2026-08-09 21:05:00;735860,45;5,14554
2026-08-09 21:10:00;735860,88;5,1524
2026-08-09 21:15:00;735861,27;4,69097
2026-08-09 21:20:00;735861,66;4,76572
2026-08-09 21:25:00;735862,08;5,02071
2026-08-09 21:35:00;735862,88;4,63297
2026-08-09 21:40:00;735863,28;5,02788
2026-08-09 21:45:00;735863,7;4,98245
2026-08-09 21:50:00;735864,11;4,76756
2026-08-09 21:55:00;735864,5;4,79375
2026-08-09 22:05:00;735865,33;5,08555
2026-08-09 22:10:00;735865,74;4,7384
2026-08-09 22:20:00;735866,55;5,20356
2026-08-09 22:25:00;735867,17;7,30973
2026-08-09 22:35:00;735868,08;4,64943
2026-08-09 22:40:00;735868,5;5,20941
2026-08-09 22:45:00;735868,92;5,0552
2026-08-09 22:50:00;735869,33;4,78504
2026-08-09 22:55:00;735869,73;4,8409
2026-08-09 23:00:00;735870,16;5,25765
2026-08-09 23:05:00;735870,59;5,22497
2026-08-09 23:10:00;735871;4,78356
2026-08-09 23:20:00;735871,83;5,19146
2026-08-09 23:25:00;735872,26;5,2008
2026-08-09 23:35:00;735873,05;4,59035
2026-08-09 23:40:00;735873,47;5,07519
2026-08-09 23:50:00;735874,27;4,53076
2026-08-09 23:55:00;735874,64;4,53005
2026-08-10 00:10:00;735875,85;4,61138
2026-08-10 00:15:00;735876,25;4,87756
2026-08-10 00:20:00;735876,67;5,00002
2026-08-10 00:25:00;735877,09;4,87533
2026-08-10 00:35:00;735877,87;4,91562
2026-08-10 00:40:00;735878,29;4,99617
2026-08-10 00:45:00;735878,7;4,57458
2026-08-10 00:50:00;735879,08;4,65682
2026-08-10 00:55:00;735879,47;4,9817
2026-08-10 01:00:00;735879,89;5,13579
2026-08-10 01:05:00;735880,29;4,61073
2026-08-10 01:10:00;735880,68;4,55423
2026-08-10 01:15:00;735881,07;5,15072
2026-08-10 01:20:00;735881,49;4,95455
2026-08-10 01:25:00;735881,9;4,64104
2026-08-10 01:35:00;735882,7;5,16878
2026-08-10 01:40:00;735883,13;5,12723
2026-08-10 01:50:00;735883,93;4,62797
2026-08-10 02:00:00;735884,76;5,11296
2026-08-10 02:05:00;735885,15;4,55774
2026-08-10 02:10:00;735885,54;4,63973
2026-08-10 02:20:00;735886,39;5,2966
2026-08-10 02:25:00;735886,8;4,85411
2026-08-10 02:35:00;735887,59;4,70755
2026-08-10 02:40:00;735887,99;4,66509
2026-08-10 02:50:00;735888,78;4,71132
2026-08-10 02:55:00;735889,2;5,21485
2026-08-10 03:00:00;735889,63;5,21303
2026-08-10 03:05:00;735890,06;5,07373
2026-08-10 03:10:00;735890,48;4,98015
2026-08-10 03:15:00;735890,86;4,61475
2026-08-10 03:20:00;735891,26;4,96946
2026-08-10 03:25:00;735891,68;5,02507
2026-08-10 03:35:00;735892,5;4,75967
2026-08-10 03:40:00;735892,9;5,23866
2026-08-10 03:45:00;735893,33;5,10218
2026-08-10 03:50:00;735893,75;4,69174
2026-08-10 03:55:00;735894,15;4,76383
2026-08-10 04:00:00;735894,55;5,06794
2026-08-10 04:05:00;735894,97;5,0332
2026-08-10 04:10:00;735895,38;4,62998
2026-08-10 04:15:00;735895,91;6,6716
2026-08-10 04:20:00;735896,44;6,0889
2026-08-10 04:25:00;735896,87;5,13329
2026-08-10 04:30:00;735897,27;4,65544
2026-08-10 04:35:00;735897,67;4,62313
2026-08-10 04:40:00;735898,07;5,19054
2026-08-10 04:45:00;735898,49;5,02681
2026-08-10 04:50:00;735898,9;4,69041
2026-08-10 04:55:00;735899,29;4,75369
2026-08-10 05:00:00;735899,71;5,25677
2026-08-10 05:05:00;735900,14;5,18281
2026-08-10 05:10:00;735900,55;4,74203
2026-08-10 05:15:00;735900,94;4,60591
2026-08-10 05:20:00;735901,35;5,01708
2026-08-10 05:25:00;735901,77;5,08967
2026-08-10 05:30:00;735902,17;4,67036
2026-08-10 05:35:00;735902,56;4,81596
2026-08-10 05:40:00;735902,98;5,23285
2026-08-10 05:45:00;735903,41;5,14825
2026-08-10 05:50:00;735903,82;4,80303
2026-08-10 05:55:00;735904,21;4,68004
2026-08-10 06:00:00;735904,63;5,10855
2026-08-10 06:05:00;735905,06;5,07076
2026-08-10 06:10:00;735905,45;4,75847
2026-08-10 06:15:00;735905,84;4,68533
2026-08-10 06:20:00;735906,26;5,14332
2026-08-10 06:25:00;735906,8;7,57917
2026-08-10 06:30:00;735907,37;6,7255
2026-08-10 06:35:00;735907,68;3,32402
2026-08-10 06:40:00;735907,99;3,67645
2026-08-10 06:45:00;735908,29;3,70753
2026-08-10 06:50:00;735908,64;4,90176
2026-08-10 06:55:00;735909;4,40756
2026-08-10 07:00:00;735909,39;4,63754
2026-08-10 07:05:00;735909,77;4,29913
2026-08-10 07:10:00;735910,07;3,72695
2026-08-10 07:15:00;735910,5;5,5265
2026-08-10 07:20:00;735910,93;4,99322
2026-08-10 07:25:00;735911,29;4,02024
2026-08-10 07:30:00;735911,71;5,1627
2026-08-10 07:35:00;735912,16;5,57407
2026-08-10 07:40:00;735912,62;5,59166
2026-08-10 07:45:00;735913,07;5,16924
2026-08-10 07:50:00;735913,5;5,34036
2026-08-10 08:00:00;735914,44;5,71783
2026-08-10 08:05:00;735914,87;5,22414
2026-08-10 08:10:00;735915,34;5,97457
2026-08-10 08:15:00;735915,82;5,91275
2026-08-10 08:20:00;735916,33;6,23157
2026-08-10 08:25:00;735916,84;6,19924
2026-08-10 08:30:00;735917,5;8,01868
2026-08-10 08:35:00;735918,16;8,0356
2026-08-10 08:40:00;735918,83;8,36053
2026-08-10 08:45:00;735919,55;8,77482
2026-08-10 08:50:00;735920,54;12,98651
2026-08-10 08:55:00;735921,89;17,47165
2026-08-10 09:00:00;735923,44;18,6657
2026-08-10 09:05:00;735925;18,61368
2026-08-10 09:10:00;735926,55;18,39384
2026-08-10 09:15:00;735928,09;18,46471
2026-08-10 09:20:00;735929,57;18,49754
2026-08-10 09:25:00;735930,28;8,34328
2026-08-10 09:30:00;735931;9,43917
2026-08-10 09:35:00;735931,81;9,73913
2026-08-10 09:40:00;735932,62;9,55719
2026-08-10 09:45:00;735933,39;9,11565
2026-08-10 09:50:00;735934,21;9,00026
2026-08-10 10:00:00;735935,74;9,51662
2026-08-10 10:05:00;735936,53;9,32265
2026-08-10 10:10:00;735937,29;9,19833
2026-08-10 10:15:00;735938,06;9,26675
2026-08-10 10:20:00;735938,85;9,58099
2026-08-10 10:25:00;735939,62;9,23693
2026-08-10 10:30:00;735940,39;9,11789
2026-08-10 10:35:00;735941,16;9,46863
2026-08-10 10:40:00;735941,98;9,83201
2026-08-10 10:45:00;735942,76;9,29333
2026-08-10 10:50:00;735943,54;9,25135
2026-08-10 10:55:00;735944,33;9,64828
2026-08-10 11:00:00;735945,16;10,26345
2026-08-10 11:05:00;735945,95;9,40503
2026-08-10 11:10:00;735946,74;9,23081
2026-08-10 11:15:00;735947,56;9,84023
2026-08-10 11:20:00;735948,37;9,64703
2026-08-10 11:25:00;735949,16;9,35624
2026-08-10 11:30:00;735949,97;9,59582
2026-08-10 11:35:00;735950,79;9,79505
2026-08-10 11:40:00;735951,61;10,50542
2026-08-10 11:45:00;735952,41;9,47851
2026-08-10 11:50:00;735953,2;9,47698
2026-08-10 12:00:00;735954,76;9,15033
2026-08-10 12:05:00;735955,48;8,59381
2026-08-10 12:10:00;735956,33;10,23371
2026-08-10 12:15:00;735957,14;9,68419
2026-08-10 12:20:00;735957,93;9,42882
2026-08-10 12:25:00;735958,71;9,35664
2026-08-10 12:30:00;735959,54;10,24016
2026-08-10 12:35:00;735960,4;10,48392
2026-08-10 12:40:00;735961,2;9,63292
2026-08-10 12:45:00;735962,12;11,80537
2026-08-10 12:50:00;735963,14;12,3605
2026-08-10 12:55:00;735963,97;9,54857
2026-08-10 13:00:00;735964,74;8,90638
2026-08-10 13:05:00;735965,51;9,74155
2026-08-10 13:10:00;735966,26;8,94326
2026-08-10 13:15:00;735966,99;8,74232
2026-08-10 13:20:00;735967,7;8,50639
2026-08-10 13:25:00;735968,44;8,81678
2026-08-10 13:30:00;735969,17;8,90147
2026-08-10 13:35:00;735969,86;8,26037
2026-08-10 13:40:00;735970,54;8,10346
2026-08-10 13:45:00;735971,25;8,41119
2026-08-10 13:50:00;735971,94;8,32462
2026-08-10 14:00:00;735973,27;7,94213
2026-08-10 14:05:00;735973,98;8,78952
2026-08-10 14:10:00;735974,67;8,00234
2026-08-10 14:15:00;735975,33;7,98564
2026-08-10 14:20:00;735976,02;8,56381
2026-08-10 14:25:00;735976,8;9,14075
2026-08-10 14:30:00;735977,67;10,16442
2026-08-10 14:35:00;735978,43;8,2778
2026-08-10 14:40:00;735979,01;6,72229
2026-08-10 14:45:00;735979,59;6,79401
2026-08-10 14:50:00;735980,19;7,17086
2026-08-10 14:55:00;735980,78;7,23109
2026-08-10 15:00:00;735981,4;7,28292
2026-08-10 15:05:00;735982;7,37419
2026-08-10 15:10:00;735982,61;6,88076
2026-08-10 15:15:00;735983,25;7,86539
2026-08-10 15:20:00;735983,91;7,6087
2026-08-10 15:25:00;735984,74;9,79097
2026-08-10 15:30:00;735985,52;9,12367
2026-08-10 15:35:00;735986,27;8,95763
2026-08-10 15:40:00;735987,04;9,59668
2026-08-10 15:45:00;735987,82;9,09396
2026-08-10 15:50:00;735988,59;9,36911
2026-08-10 16:00:00;735990,21;10,05324
2026-08-10 16:05:00;735991,1;10,71465
2026-08-10 16:10:00;735991,98;10,23
2026-08-10 16:15:00;735992,86;10,75837
2026-08-10 16:20:00;735993,72;9,66168
2026-08-10 16:25:00;735994,48;8,48254
2026-08-10 16:30:00;735995,31;10,14818
2026-08-10 16:35:00;735996,04;9,11848
2026-08-10 16:40:00;735996,86;10,13712
2026-08-10 16:45:00;735997,6;8,33223
2026-08-10 16:50:00;735998,36;9,82323
2026-08-10 16:55:00;735999,02;7,45395
2026-08-10 17:00:00;735999,67;8,5907
2026-08-10 17:05:00;736000,33;7,36736
2026-08-10 17:10:00;736000,92;6,88663
2026-08-10 17:15:00;736001,64;8,82743
2026-08-10 17:20:00;736002,24;7,13364
2026-08-10 17:25:00;736002,91;8,05236
2026-08-10 17:30:00;736003,49;6,82212
2026-08-10 17:35:00;736004,18;8,52942
2026-08-10 17:40:00;736004,81;6,70997
2026-08-10 17:45:00;736005,4;7,40121
2026-08-10 17:50:00;736006,08;8,45186
2026-08-10 18:00:00;736007,15;5,86658
2026-08-10 18:05:00;736007,64;5,92737
2026-08-10 18:10:00;736008,14;6,43245
2026-08-10 18:15:00;736008,62;5,38361
2026-08-10 18:20:00;736009,02;4,28093
2026-08-10 18:25:00;736009,37;4,23163
2026-08-10 18:30:00;736009,75;4,5306
2026-08-10 18:35:00;736010,12;4,49292
2026-08-10 18:40:00;736010,47;4,16537
2026-08-10 18:45:00;736010,83;4,37123
2026-08-10 18:50:00;736011,2;4,38585
2026-08-10 18:55:00;736011,54;4,05594
2026-08-10 19:00:00;736011,85;3,82196
2026-08-10 19:05:00;736012,17;3,97714
2026-08-10 19:10:00;736012,51;4,09212
2026-08-10 19:15:00;736012,84;3,71254
2026-08-10 19:20:00;736013,16;3,8339
2026-08-10 19:25:00;736013,49;4,16073
2026-08-10 19:30:00;736013,83;4,2131
2026-08-10 19:35:00;736014,14;3,62879
2026-08-10 19:40:00;736014,44;3,55051
2026-08-10 19:45:00;736014,76;4,0564
2026-08-10 19:50:00;736015,1;4,02813
2026-08-10 19:55:00;736015,41;3,58555
2026-08-10 20:00:00;736015,73;3,82883
2026-08-10 20:05:00;736016,06;4,08822
2026-08-10 20:10:00;736016,41;4,19176
2026-08-10 20:15:00;736016,72;3,67843
2026-08-10 20:20:00;736017,02;3,68609
2026-08-10 20:25:00;736017,36;4,00986
2026-08-10 20:30:00;736017,73;4,95936
2026-08-10 20:35:00;736018,15;5,01772
2026-08-10 20:40:00;736018,57;5,0999
2026-08-10 20:45:00;736019;5,12973
2026-08-10 20:50:00;736019,42;5,11414
2026-08-10 20:55:00;736019,84;4,9527
2026-08-10 21:00:00;736020,29;5,40795
2026-08-10 21:05:00;736020,73;5,25767
2026-08-10 21:10:00;736021,18;5,39798
2026-08-10 21:15:00;736021,62;5,15378
2026-08-10 21:20:00;736022,05;5,1875
2026-08-10 21:25:00;736022,5;5,55186
2026-08-10 21:30:00;736022,97;5,60775
2026-08-10 21:35:00;736023,39;5,08455
2026-08-10 21:40:00;736023,82;5,09562
2026-08-10 21:45:00;736024,27;5,37894
2026-08-10 21:50:00;736024,72;5,3756
2026-08-10 21:55:00;736025,13;4,94726
2026-08-10 22:00:00;736025,56;5,1842
2026-08-10 22:05:00;736026,01;5,38754
2026-08-10 22:10:00;736026,45;5,15611
2026-08-10 22:15:00;736026,86;5,08377
2026-08-10 22:20:00;736027,3;5,55091
2026-08-10 22:25:00;736027,75;5,36896
2026-08-10 22:30:00;736028,37;7,45721
2026-08-10 22:35:00;736028,94;6,56977
2026-08-10 22:40:00;736029,39;5,47806
2026-08-10 22:50:00;736030,27;5,03885
2026-08-10 22:55:00;736030,68;4,93719
2026-08-10 23:00:00;736031,12;5,41601
2026-08-10 23:05:00;736031,56;5,34413
2026-08-10 23:10:00;736031,98;4,91563
2026-08-10 23:15:00;736032,4;4,97296
2026-08-10 23:20:00;736032,85;5,33426
2026-08-10 23:25:00;736033,3;5,40892
2026-08-10 23:30:00;736033,72;5,00518
2026-08-10 23:35:00;736034,14;5,07634
2026-08-10 23:40:00;736034,6;5,34142
2026-08-10 23:50:00;736035,46;5,07396
2026-08-11 00:05:00;736036,79;5,04606
2026-08-11 00:10:00;736037,21;4,99015
2026-08-11 00:15:00;736037,65;5,52089
2026-08-11 00:20:00;736038,11;5,39429
2026-08-11 00:25:00;736038,54;5,0716
2026-08-11 00:30:00;736038,96;5,14352
2026-08-11 00:35:00;736039,42;5,60378
2026-08-11 00:40:00;736039,87;5,5115
2026-08-11 00:45:00;736040,3;5,18923
2026-08-11 00:50:00;736040,77;6,03917
2026-08-11 00:55:00;736041,4;7,44193
2026-08-11 01:05:00;736042,33;5,0296
2026-08-11 01:10:00;736042,75;5,17172
2026-08-11 01:20:00;736043,62;4,87329
2026-08-11 01:25:00;736044,03;4,81618
2026-08-11 01:30:00;736044,46;5,37822
2026-08-11 01:35:00;736044,9;5,25441
2026-08-11 01:40:00;736045,32;4,95427
2026-08-11 01:45:00;736045,74;5,11386
2026-08-11 01:50:00;736046,19;5,47905
2026-08-11 01:55:00;736046,65;5,44552
2026-08-11 02:00:00;736047,08;5,11039
2026-08-11 02:05:00;736047,51;5,00702
2026-08-11 02:10:00;736047,96;5,43653
2026-08-11 02:15:00;736048,41;5,38664
2026-08-11 02:20:00;736048,82;4,99963
2026-08-11 02:25:00;736049,25;5,04525
2026-08-11 02:35:00;736050,14;5,0348
2026-08-11 02:40:00;736050,56;5,14391
2026-08-11 02:45:00;736050,97;5,0321
2026-08-11 02:50:00;736051,39;5,10299
2026-08-11 02:55:00;736051,82;5,0642
2026-08-11 03:05:00;736052,72;5,4033
2026-08-11 03:10:00;736053,18;5,55344
2026-08-11 03:15:00;736053,61;5,05723
2026-08-11 03:20:00;736054,03;5,12224
2026-08-11 03:25:00;736054,47;5,30005
2026-08-11 03:30:00;736054,91;5,07004
2026-08-11 03:35:00;736055,32;4,9377
2026-08-11 03:40:00;736055,74;5,37461
2026-08-11 03:45:00;736056,19;5,41094
2026-08-11 03:50:00;736056,63;5,04626
2026-08-11 03:55:00;736057,06;5,10116
2026-08-11 04:00:00;736057,5;5,48406
2026-08-11 04:05:00;736057,96;5,35622
2026-08-11 04:10:00;736058,38;4,98673
2026-08-11 04:15:00;736058,8;5,00859
2026-08-11 04:20:00;736059,25;5,38167
2026-08-11 04:25:00;736059,71;5,58293
2026-08-11 04:30:00;736060,13;5,09925
2026-08-11 04:35:00;736060,56;5,23814
2026-08-11 04:40:00;736061,01;5,43975
2026-08-11 04:45:00;736061,45;5,12236
2026-08-11 04:50:00;736061,87;5,02458
2026-08-11 04:55:00;736062,31;5,53603
2026-08-11 05:00:00;736062,77;5,50448
2026-08-11 05:05:00;736063,29;6,27503
2026-08-11 05:10:00;736063,8;6,02376
2026-08-11 05:15:00;736064,34;6,5494
2026-08-11 05:20:00;736064,88;6,43654
2026-08-11 05:25:00;736065,33;5,02741
2026-08-11 05:30:00;736065,75;5,06171
2026-08-11 05:35:00;736066,2;5,36145
2026-08-11 05:40:00;736066,64;5,29021
2026-08-11 05:45:00;736067,05;5,00525
2026-08-11 05:50:00;736067,47;4,96897
2026-08-11 06:00:00;736068,37;5,03671
2026-08-11 06:05:00;736068,79;4,96263
2026-08-11 06:10:00;736069,22;5,44756
